Material_Pair,Core_Formula,Shell_Formula,Master_Consensus_Score,Master_Confidence_Index_%,Score_Delta,DualTree_Score,MultiParadigm_Score,DualTree_Agreement_%,MultiParadigm_Agreement_%,Core_Eg_nano_3nm_eV,Shell_Eg_bulk_eV,Total_Confinement_eV,Dielectric_Contrast_Ratio,Defect_Gradient_eV,Confinement_Asymmetry,Core_a_A,Shell_a_A,Lattice_Mismatch_pct,Strain_Decay_Factor,Synthesizability_Index,Synthesis_Regime
Ba3Sb2Se7 / Ba2HoCl7,Ba3Sb2Se7,Ba2HoCl7,0.6364166818059449,78.11897869069273,0.0307074191552467,0.6210629722283215,0.6517703913835683,72.81439368439744,88.37321929126537,1.1737615750124288,5.4559,4.2821,17.526026148831015,-1.4217361496744798,0.0142219938815067,6.0464,6.0199,0.4382773220428753,0.9738326785982929,0.7041385231830363,Coherent Epitaxy (Low Strain Risk)
Ba2SnSe5 / Ba2HoCl7,Ba2SnSe5,Ba2HoCl7,0.6581395417017537,75.64657832235554,0.0318513238674649,0.6422138797680212,0.6740652036354862,69.0090984070678,87.26148314150394,1.3426169977268192,5.4559,4.1133,17.526026148831015,-1.3552795838476568,0.0130552111443366,6.2206,6.0199,3.226376876828607,0.8226735619394416,0.6979034644582733,Semi-Coherent (Moderate Strain Risk)
Ba3ThSe7 / Ba2DyCl7,Ba3ThSe7,Ba2DyCl7,0.6616105589832979,75.51650968765875,0.0401004306094879,0.641560343678554,0.681660774288042,70.43771412310909,86.90480814848218,1.178416997726819,5.4194,4.241,17.31921624773407,-0.9321688988570018,0.0093845791087007,6.3102,6.0236,4.541852873126049,0.7597376529176827,0.6966843134349623,Semi-Coherent (Moderate Strain Risk)
Ba4LaGe3SbSe13 / Ba2HoCl7,Ba4LaGe3SbSe13,Ba2HoCl7,0.6468020466993855,75.96660933584114,0.0281585890723616,0.6327227521632046,0.6608813412355663,68.81584798827134,87.51955505517331,1.4883785721190117,5.4559,3.9675,17.408975662191686,-1.4092840607741486,-0.2036798991808443,5.952,6.0199,1.1407930107526856,0.933309901674788,0.6874217916994134,Coherent Epitaxy (Low Strain Risk)
Ba3Ta2Se9 / Ba2HoCl7,Ba3Ta2Se9,Ba2HoCl7,0.6585768520993718,75.23287437658284,0.0387493769665258,0.6392021636161089,0.6779515405826347,69.71494380171836,86.81629284740049,1.5010593186159011,5.4559,3.9548,17.055464030752333,-1.290667286552828,-0.1683523819156467,6.2292,6.0199,3.3599820201631,0.816050603196282,0.6812528948982934,Semi-Coherent (Moderate Strain Risk)
Ba3(AlAs2)2 / Ba2CaP4(H3O8)2,Ba3(AlAs2)2,Ba2CaP4(H3O8)2,0.6315408653551107,79.25886331259228,0.0301699533249445,0.6164558886926383,0.6466258420175829,74.6463401450918,88.80263441353665,1.311930106189244,5.4657,4.1538,17.581490207109955,-1.6114379490311976,-0.1690981751649092,3.8727,3.8994,0.689441474939963,0.9591467332998075,0.6775329421188757,Coherent Epitaxy (Low Strain Risk)
Ba3ThSe7 / Ba2HoCl7,Ba3ThSe7,Ba2HoCl7,0.6560130138437938,75.22642101225486,0.0411028665338116,0.635461580576888,0.6765644471106996,70.25824750864204,86.64371493717105,1.178416997726819,5.4559,4.2775,17.526026148831015,-0.9288281791903364,0.0178375219170075,6.3102,6.0199,4.600488098633961,0.7570473106303788,0.6756267311804214,Semi-Coherent (Moderate Strain Risk)
Ba3Ta2Se9 / Ba2DyCl7,Ba3Ta2Se9,Ba2DyCl7,0.657907673454598,74.39867736244366,0.0382155745346073,0.6387998861872943,0.6770154607219017,68.24554400783826,86.46412978718769,1.5010593186159011,5.4194,3.9183,16.854206837626574,-1.2940080062194934,-0.1792358931169128,6.2292,6.0236,3.300584344699152,0.818988404905116,0.6711706812307202,Semi-Coherent (Moderate Strain Risk)
Ba4LaGe3SbSe13 / Ba2DyCl7,Ba4LaGe3SbSe13,Ba2DyCl7,0.6423207007034615,76.09081219806691,0.0309125279908886,0.6268644367080172,0.6577769646989058,69.56905945345002,87.46694482037574,1.4883785721190117,5.4194,3.931,17.203546975487537,-1.412624780440814,-0.2148562706690409,5.952,6.0236,1.2029569892473135,0.9298063894924355,0.6671094666978927,Coherent Epitaxy (Low Strain Risk)
Ba2InCuO4 / Al2Pb3F12,Ba2InCuO4,Al2Pb3F12,0.6731694258198906,72.71631367827845,0.0435364030853216,0.6514012242772297,0.6949376273625514,66.5776608700688,85.47478297169123,1.3662169977268188,5.2252,3.859,16.232185176768496,-1.020414262843138,0.0072039388442601,4.5464,4.2594,6.312686961112086,0.6825513196338007,0.6605655869129086,Requires Buffer Layer (High Dislocation Risk)
Ba2Mn(AsO4)2 / Ba(PO3)2,Ba2Mn(AsO4)2,Ba(PO3)2,0.6536173368090903,74.80097980933027,0.0363179801770331,0.6354583467205738,0.6717763268976069,68.56398302788382,86.67597843382649,1.498186441755564,5.4349,3.9367,17.018079909020226,-0.5234260808276465,0.0641400157492315,4.5418,4.3882,3.381919062926592,0.8149682665017023,0.6577692108338626,Semi-Coherent (Moderate Strain Risk)
Ba2As2Se5 / Ba2DyCl7,Ba2As2Se5,Ba2DyCl7,0.6359360646586383,78.43066965789107,0.0314395242518071,0.6202163025327346,0.6516558267845418,73.53167295786515,88.42139372556522,1.2791169977268189,5.4194,4.1403,17.31921624773407,-1.5755506853090244,-0.0332584595319179,5.8789,6.0236,2.4613448094031245,0.8616454869352597,0.650389273467015,Semi-Coherent (Moderate Strain Risk)
Ba2Ni(PO4)2 / Ba2YC2(O2F)3,Ba2Ni(PO4)2,Ba2YC2(O2F)3,0.6289860372144427,78.61940881578506,0.0276750757605116,0.6151484993341869,0.6428235750946986,72.99287764635791,88.72139472463549,1.1930169977268188,5.263999999999999,4.071,16.447548766982095,-0.2771197025824174,0.0905919921395234,4.4076,4.3614,1.0481894908794056,0.938553457316208,0.6489951610068896,Coherent Epitaxy (Low Strain Risk)
Ba2As2Se5 / Ba2HoCl7,Ba2As2Se5,Ba2HoCl7,0.6336111176735032,78.77711950908959,0.0301059557210483,0.618558139812979,0.6486640955340274,73.78747218952142,88.6573226285659,1.2791169977268189,5.4559,4.1768,17.526026148831015,-1.572209965642359,-0.0242290748898678,5.8789,6.0199,2.398407865417,0.8649326158313135,0.6482425635071585,Semi-Coherent (Moderate Strain Risk)
Ba3Zr2S7 / Ba2DyCl7,Ba3Zr2S7,Ba2DyCl7,0.6500265553272402,76.70333573677235,0.0294083131152914,0.6353223987695945,0.664730711884886,70.24041034898168,87.81438606693597,1.082816997726819,5.4194,4.336600000000001,17.31921624773407,-0.7210170602916661,-0.1356362127011944,5.6641,6.0236,6.346992461291285,0.6811361652088141,0.6392950413806889,Requires Buffer Layer (High Dislocation Risk)
Ba2Ni(PO4)2 / Ba2P2O7,Ba2Ni(PO4)2,Ba2P2O7,0.6311324667127565,76.92116448160563,0.0317434144269355,0.6152607594992887,0.6470041739262242,71.13122345589936,87.75468680326958,1.1930169977268188,5.1483,3.9553,15.807777426493834,-0.3051559819655329,-0.0426516319874598,4.4076,4.4602,1.1933932298756686,0.9303445380623706,0.6329039603732405,Coherent Epitaxy (Low Strain Risk)
Ba2Mn(AsO4)2 / Ba2YC2(O2F)3,Ba2Mn(AsO4)2,Ba2YC2(O2F)3,0.6539968924550452,74.52125264611934,0.0363719207461163,0.635810932081987,0.6721828528281034,68.08198620903494,86.58609424752365,1.498186441755564,5.263999999999999,3.7658,16.080209212820318,-0.7375411424943157,-0.0629348345637049,4.5418,4.3614,3.9719934827601513,0.786387499832688,0.6324889281950705,Semi-Coherent (Moderate Strain Risk)
Ba3Zr2S7 / Ba2HoCl7,Ba3Zr2S7,Ba2HoCl7,0.6452684960155064,77.45366402991054,0.0271361753074266,0.6317004083617931,0.6588365836692197,71.02324836226896,88.20492327703737,1.082816997726819,5.4559,4.3731,17.526026148831015,-0.7176763406250006,-0.1261576456060918,5.6641,6.0199,6.281668755848227,0.6838333990081347,0.6305337399376357,Requires Buffer Layer (High Dislocation Risk)
Ba2Zr6BCl17 / Ba2DyCl7,Ba2Zr6BCl17,Ba2DyCl7,0.6780349668766064,71.88463194876698,0.0411970694838695,0.6574364321346716,0.6986335016185412,64.70185698525668,85.24476845960083,1.3409169977268192,5.4194,4.0785,17.31921624773407,-0.5455858848910249,-0.1808753218094888,5.4162,6.0236,11.214504634245415,0.507388888794908,0.6248232354043575,Requires Buffer Layer (High Dislocation Risk)
Ba2Ni(PO4)2 / Ba3Tm(BO2)9,Ba2Ni(PO4)2,Ba3Tm(BO2)9,0.6412342868588524,77.1854551971843,0.0298879136838234,0.6262903300169407,0.6561782437007642,71.12769633886428,87.99918453586429,1.1930169977268188,5.2676,4.0746,16.467591779378182,-0.2204753401169799,-0.0303833505129338,4.4076,4.2233,4.181413921408484,0.7764868727170277,0.6241977021940451,Semi-Coherent (Moderate Strain Risk)
Ba3In2O6 / Ba2P2O7,Ba3In2O6,Ba2P2O7,0.6503602986034037,75.4047645312658,0.0374862568915115,0.631617170157648,0.6691034270491595,69.78161215484322,86.90137563864464,1.107916997726819,5.1483,4.0404,15.807777426493834,-0.7212130241774881,-0.1501831501831501,4.7259,4.4602,5.622209526227804,0.7116680655561513,0.6190193775712735,Requires Buffer Layer (High Dislocation Risk)
Ba3In2O6 / Ba2YC2(O2F)3,Ba3In2O6,Ba2YC2(O2F)3,0.6563958489906039,75.20006403566815,0.0388609679843755,0.6369653649984162,0.6758263329827917,69.68651776875048,86.79461873855492,1.107916997726819,5.263999999999999,4.1561,16.447548766982095,-0.6931767447943726,-0.0166742859892687,4.7259,4.3614,7.712816606360703,0.6271149607453403,0.6177673336470574,Requires Buffer Layer (High Dislocation Risk)
Ba2Zr6BCl17 / Ba2HoCl7,Ba2Zr6BCl17,Ba2HoCl7,0.6732415374802598,72.73875341306223,0.0417417695360893,0.6523706527122152,0.6941124222483045,66.18792468473393,85.62658856572473,1.3409169977268192,5.4559,4.115,17.526026148831015,-0.5422451652243594,-0.1704009720534629,5.4162,6.0199,11.146191056460248,0.5094902520353419,0.6164117280340187,Requires Buffer Layer (High Dislocation Risk)
AgAs3H2O9 / AlH10SO9F,AgAs3H2O9,AlH10SO9F,0.6288969690510543,79.43441335358487,0.0246674090305309,0.6165632645357888,0.6412306735663198,73.67155503834142,89.21526754723016,1.091616997726819,5.459199999999999,4.3676,17.544680452886684,-0.3104726809457054,-0.1102665079219708,4.366,4.1709,4.46862116353642,0.763111152248171,0.6120635937918915,Semi-Coherent (Moderate Strain Risk)
Ba4P2O / Ba2CaP4(H3O8)2,Ba4P2O,Ba2CaP4(H3O8)2,0.6251859198119958,77.387089532982,0.0238288303239618,0.6132715046500149,0.6371003349739768,70.31503553417535,88.23725926196057,1.2965169977268192,5.4657,4.1692,17.581490207109955,-1.054046435680857,0.2149093351242444,3.996,3.8994,2.417417417417418,0.8639384477432466,0.6060824065163518,Semi-Coherent (Moderate Strain Risk)
AsS(IF3)2 / Ba(AlCl4)2,AsS(IF3)2,Ba(AlCl4)2,0.6295336094575852,78.02475876835994,0.0268387371218433,0.6161142408966634,0.6429529780185068,71.89150804087102,88.46168673714375,1.426816997726819,5.3891,3.9623,17.148148571559226,-0.5051545370681731,0.1587209449057365,5.476,5.624,2.702702702702697,0.8491550238561597,0.6042606340240433,Semi-Coherent (Moderate Strain Risk)
Ba2V3HO9 / Ba2P2O7,Ba2V3HO9,Ba2P2O7,0.6232449834736051,80.07520735786511,0.0294473336559879,0.6085213166456112,0.6379686503015991,75.72740781035367,89.28209684538334,0.9943169977268193,5.1483,4.154,15.807777426493834,-0.505882327942639,0.0315840154068367,4.6127,4.4602,3.30608970884731,0.8187156661499756,0.5987672285288337,Semi-Coherent (Moderate Strain Risk)
Ba3In2O6 / Ba3Tm(BO2)9,Ba3In2O6,Ba3Tm(BO2)9,0.6627954800556908,74.23318341779847,0.0388213374551831,0.6433848113280992,0.6822061487832823,68.07468694010869,86.38813315882831,1.107916997726819,5.2676,4.1597,16.467591779378182,-0.636532382328935,-0.1350818568646777,4.7259,4.2233,10.635011320595021,0.5254931179757436,0.5970517809120467,Requires Buffer Layer (High Dislocation Risk)
Ba2InCuO4 / Ba3Tm(BO2)9,Ba2InCuO4,Ba3Tm(BO2)9,0.662099574470156,69.97091770400101,0.0339235772167618,0.6451377858617751,0.6790613630785369,60.27688653781888,84.57897797529455,1.3662169977268188,5.2676,3.9014,16.467591779378182,-0.9131804563440876,-0.3108627672117701,4.5464,4.2233,7.106721801865215,0.6505372825352423,0.591558764872718,Requires Buffer Layer (High Dislocation Risk)
Ba2Tl2O5 / Ba2P2O7,Ba2Tl2O5,Ba2P2O7,0.6332596003822739,78.65416374885375,0.0295874477380481,0.6184658765132499,0.648053324251298,73.4327513588119,88.67183718039726,1.0156169977268188,5.1483,4.1327,15.807777426493834,-1.2583616252296768,-0.1077019865947201,4.7113,4.4602,5.329739137817572,0.7243727160855586,0.5892621830462719,Requires Buffer Layer (High Dislocation Risk)
AgHg2PO4 / AlH10SO9F,AgHg2PO4,AlH10SO9F,0.6398408452331668,77.3400731111292,0.0258043511373983,0.6269386696644677,0.652743020801866,70.60354649982898,88.17374469712044,1.4446169977268193,5.459199999999999,4.0146,17.544680452886684,-0.218473610830626,0.0296916255666816,3.9451,4.1709,5.723555803401677,0.70731785872602,0.588920828284739,Requires Buffer Layer (High Dislocation Risk)
Ba2Tl2O5 / Ba2YC2(O2F)3,Ba2Tl2O5,Ba2YC2(O2F)3,0.6372230878780536,79.02169963315458,0.0264962987201624,0.6239749385179724,0.6504712372381348,73.37762370280113,88.96731557019189,1.0156169977268188,5.263999999999999,4.2484,16.447548766982095,-1.2303253458465613,0.0217493644666227,4.7113,4.3614,7.426824867870861,0.6380600329659207,0.5834591360249305,Requires Buffer Layer (High Dislocation Risk)
Ba2MnTe3 / Ba2CaP4(H3O8)2,Ba2MnTe3,Ba2CaP4(H3O8)2,0.6337910556155719,77.30254117795685,0.0257241413020253,0.6209289849645593,0.6466531262665847,70.58193897211385,88.10523466116125,1.0806169977268187,5.4657,4.3851,17.581490207109955,-1.1014921552093573,-0.2300289617112494,3.6507,3.8994,6.812392143972387,0.6622251171651993,0.5791525161994553,Requires Buffer Layer (High Dislocation Risk)
Ba2YCoO5 / Ba2P2O7,Ba2YCoO5,Ba2P2O7,0.6308556379680132,78.27155672896974,0.0302113112892095,0.6157499823234085,0.645961293612618,73.03633642601162,88.3834813964085,1.0272169977268188,5.1483,4.1211,15.807777426493834,-0.414448503470417,-0.1269806605032637,4.7072,4.4602,5.2472807613868095,0.7279954461715306,0.5780356882756469,Requires Buffer Layer (High Dislocation Risk)
Ba2InCuO4 / Ba3B6O11F2,Ba2InCuO4,Ba3B6O11F2,0.670280238846435,73.18394730608591,0.0445959113754985,0.6479822831586857,0.6925781945341842,67.51649920338099,85.68348848235121,1.3662169977268188,5.252710526336427,3.8865,16.384847293223228,-0.9821029337121212,0.0545220635533256,4.5464,3.991,12.216259018124232,0.47755130939846796,0.5775358745060772,Requires Buffer Layer (High Dislocation Risk)
Ba2Mn(AsO4)2 / Ba2P2O7,Ba2Mn(AsO4)2,Ba2P2O7,0.6284844936923071,75.47409438978167,0.0286994151234208,0.6141347861305966,0.6428342012540175,68.20039743874877,87.20791913170194,1.498186441755564,5.1483,3.6501,15.45472652545052,-0.7655774218774312,-0.2121859675077395,4.5418,4.4602,1.7966445021797501,0.8970021748163315,0.5754872662349043,Coherent Epitaxy (Low Strain Risk)
Ba2InCuO4 / Ba2P2O7,Ba2InCuO4,Ba2P2O7,0.6327203717935288,71.11461537493965,0.0267930547845524,0.6193238444012525,0.646116899185805,61.20609255796906,84.9388064782711,1.3662169977268188,5.1483,3.7821,15.807777426493834,-0.9978610981926406,-0.3325401232119721,4.5464,4.4602,1.8960056308287838,0.89162615707927,0.5704218584758087,Coherent Epitaxy (Low Strain Risk)
Ba2Ni(PO4)2 / Ba3Tb(BO2)9,Ba2Ni(PO4)2,Ba3Tb(BO2)9,0.6294473621323144,77.39417024602878,0.0258516382191453,0.6165215430227418,0.6423731812418871,70.684520200924,88.21154385351507,1.1930169977268188,5.1728,3.9798,15.94269133886722,-0.2131687814610647,-0.0759837177747625,4.4076,4.2127,4.421907614121075,0.7652708843418483,0.5693076183407614,Semi-Coherent (Moderate Strain Risk)
AgAs3H2O9 / Al2H16S3O20,AgAs3H2O9,Al2H16S3O20,0.5882678716029096,81.66831308666198,0.0179142953035746,0.5793107239511223,0.597225019254697,75.91203824132609,90.40402296619683,1.091616997726819,5.6055,4.5139,18.38077615890793,-0.316780839791327,0.1069363521566716,4.366,4.348,0.41227668346311946,0.9753657605072611,0.56687941710782,Coherent Epitaxy (Low Strain Risk)
Ba3Zr6BeCl18 / Ba2YC2(O2F)3,Ba3Zr6BeCl18,Ba2YC2(O2F)3,0.6892033346030086,70.22446091205238,0.0529635997140838,0.6627215347459667,0.7156851344600506,64.24936669484535,84.05424843726821,1.2822169977268187,5.263999999999999,3.9818,16.447548766982095,-0.9081494096428576,-0.1006077653322617,5.4707,4.3614,20.277112618129312,0.29323958337368006,0.5665009489090899,Requires Buffer Layer (High Dislocation Risk)
Ba3Zr6BeCl18 / Ba(PO3)2,Ba3Zr6BeCl18,Ba(PO3)2,0.6785563840646358,73.35846763342629,0.0396127592640257,0.6587500044326229,0.6983627636966486,66.74903255361794,86.01948523137354,1.2822169977268187,5.4349,4.152699999999999,17.40684437120676,-0.6940343479761886,0.0214077588075228,5.4707,4.3882,19.78723015336245,0.3020606589643977,0.565178575531235,Requires Buffer Layer (High Dislocation Risk)
Ba2Tl2O5 / Ba3Tm(BO2)9,Ba2Tl2O5,Ba3Tm(BO2)9,0.6446681523582645,77.92738995560516,0.0264120996583558,0.6314621025290865,0.6578742021874424,71.61212420240511,88.47078136423038,1.0156169977268188,5.2676,4.252,16.467591779378182,-1.1736809833811237,-0.0941204139228598,4.7113,4.2233,10.35807526585018,0.5343717326847611,0.5650220560271569,Requires Buffer Layer (High Dislocation Risk)
Ba(GdTe2)2 / Ba3B6O11F2,Ba(GdTe2)2,Ba3B6O11F2,0.6349854334732596,79.29541880683752,0.0257942113781571,0.6220883277841811,0.6478825391623383,73.66264405506445,89.12722997968656,1.013858253812388,5.252710526336427,4.2389,16.384847293223228,-1.3978770714502138,-0.0824978178300973,3.6815,3.991,8.406899361673227,0.6013263913688008,0.5622309102934255,Requires Buffer Layer (High Dislocation Risk)
AgHg2PO4 / AlH11SO10,AgHg2PO4,AlH11SO10,0.6283521818757474,78.20570017898201,0.0367546858470742,0.6099748389522103,0.6467295247992845,74.31349361172089,88.06611837270036,1.4446169977268193,5.3941,3.949500000000001,17.176424784435866,-0.1233489268064162,-0.0947714900620331,3.9451,4.1376,4.879470735849532,0.7443767562459642,0.5603402584285614,Semi-Coherent (Moderate Strain Risk)
Ba3In2O6 / Ba(PO3)2,Ba3In2O6,Ba(PO3)2,0.6281761937730601,78.66918020403351,0.0279491656430792,0.6142016109515205,0.6421507765945997,73.18560008374682,88.67667588678644,1.107916997726819,5.4349,4.327,17.40684437120676,-0.4790616831277035,0.0971111624682228,4.7259,4.3882,7.145728855879301,0.6490038722683317,0.5576122080803654,Requires Buffer Layer (High Dislocation Risk)
AgHg2AsO4 / AlH11SO10,AgHg2AsO4,AlH11SO10,0.5883079610836297,82.2322472278489,0.0179673634459917,0.5793242793606339,0.5972916428066256,76.85396438628403,90.61958825735344,0.9995169977268192,5.3941,4.3946000000000005,17.176424784435866,-0.5772142155117728,0.2260046420607108,4.1625,4.1376,0.5981981981981911,0.9644560734702626,0.5569908946528489,Coherent Epitaxy (Low Strain Risk)
Ag2P2PdO7 / AlH10SO9F,Ag2P2PdO7,AlH10SO9F,0.6131420488786075,79.59689046160747,0.0256970097497427,0.600293544003736,0.6259905537534788,74.37753437663477,89.01494467377316,1.4222169977268189,5.459199999999999,4.037,17.544680452886684,0.0589767759947694,-0.1248451820658905,4.0423,4.1709,3.181357148158217,0.8249173269193073,0.5502976896796612,Semi-Coherent (Moderate Strain Risk)
AgHg2NO5 / AlH3NCl3,AgHg2NO5,AlH3NCl3,0.5891610840933902,83.48111598251805,0.0150918828238071,0.5816151426814866,0.5967070255052938,78.18165864795318,91.33895860894346,0.807116997726819,5.1434,4.3363,15.781001777992866,-0.6072635770717568,0.0765860295643751,4.2756,4.329,1.2489475161380834,0.9272228671018552,0.5498573801298118,Coherent Epitaxy (Low Strain Risk)
Ba3TaAs3O / Ba2B11H7O22,Ba3TaAs3O,Ba2B11H7O22,0.6319224505857582,78.67458730295698,0.0263761197349523,0.6187343907182821,0.6451105104532344,72.80500757333826,88.80686102943174,1.3373169977268191,5.6652,4.3279,18.725422882466763,-1.0322315168710312,-0.0345433119988909,4.0931,3.737,8.70000732940802,0.5907570414782812,0.5497564060021389,Requires Buffer Layer (High Dislocation Risk)
Ba4P2O / Ba2B11H7O22,Ba4P2O,Ba2B11H7O22,0.6242585669985634,77.5041754573304,0.0284347149007532,0.6100412095481867,0.63847592444894,71.38905547159942,88.15591108082991,1.2965169977268192,5.6652,4.3687000000000005,18.725422882466763,-1.062756512354024,-0.1792066289742944,3.996,3.737,6.481481481481478,0.6756165283635612,0.5484182214207161,Requires Buffer Layer (High Dislocation Risk)
Ba2Mn(AsO4)2 / AlPO4,Ba2Mn(AsO4)2,AlPO4,0.6511488908726604,75.57257932023887,0.0373493380251281,0.6324742218600963,0.6698235598852245,70.00280778979572,87.00654628928879,1.498186441755564,5.6178,4.1196,18.03944940586021,-0.6696392058474885,-0.1353529468880474,4.5418,4.0145,11.609934387247353,0.49539441761576647,0.5477313069947312,Requires Buffer Layer (High Dislocation Risk)
Ba2Mn(AsO4)2 / Ba3Tm(BO2)9,Ba2Mn(AsO4)2,Ba3Tm(BO2)9,0.6455162026733672,74.01908965822686,0.0350342210457158,0.6279990921505093,0.6630333131962252,67.03858474481592,86.37429532320058,1.498186441755564,5.2676,3.7694,16.09980458457755,-0.6808967800288781,-0.193558656550114,4.5418,4.2233,7.012638161081513,0.654250738535122,0.5474481365249695,Requires Buffer Layer (High Dislocation Risk)
Ba(GdTe2)2 / Ba3B6H2O13,Ba(GdTe2)2,Ba3B6H2O13,0.6313877806234972,78.20231592061246,0.026759807584092,0.6180078768314512,0.6447676844155432,72.15666450747439,88.54840404603067,1.013858253812388,5.0891,4.0753,15.483711135885049,-1.07297370534226,-0.1262483743528084,3.6815,3.942,7.075920141246773,0.6517506893062175,0.5469532778407392,Requires Buffer Layer (High Dislocation Risk)
Ba3In2O6 / Ba3Tb(BO2)9,Ba3In2O6,Ba3Tb(BO2)9,0.6500509735632413,75.17698389418703,0.0347852095081728,0.6326583688091548,0.6674435783173277,68.8461974805517,86.92635104386626,1.107916997726819,5.1728,4.0649,15.94269133886722,-0.6292258236730199,-0.1821693030578858,4.7259,4.2127,10.85930722190483,0.5184103924787302,0.5451430179909763,Requires Buffer Layer (High Dislocation Risk)
