core_material,core_class,core_material_id,shell_material,shell_class,shell_material_id,core_Eg_eV,core_chi_eV,core_chi_is_estimated,shell_Eg_eV,shell_chi_eV,shell_chi_is_estimated,shell_dielectric_constant_est,shell_dielectric_constant_source,band_alignment,dEc_eV,dEv_eV,core_radius_nm,shell_thickness_nm,trap_density_cm3,voltage_max_V,hysteresis_window_V,on_off_ratio,retention_time_s,endurance_cycles
K5Na(Ti2Se9)3,inorganic,mp-569806,SbF4,inorganic,mp-556425,0.8225000000000002,-1.4705353710327849,True,3.4408000000000003,0.8851260185295207,True,8.0,no_MP_dielectric_data_default_used,Type III (broken gap),2.3556613895623055,-4.973961389562305,4.897816602045634,0.8825814711088305,1.22786287211451e+16,3.3078438166793087,0.4432434609260633,13.345957851559875,9667245146.355654,1136975.1954737077
K5Na(Ti2Se9)3,inorganic,mp-569806,SbF4,inorganic,mp-556425,0.8225000000000002,-1.4705353710327849,True,3.4408000000000003,0.8851260185295207,True,8.0,no_MP_dielectric_data_default_used,Type III (broken gap),2.3556613895623055,-4.973961389562305,3.2753443538617155,1.630828392029345,9.053286428163894e+16,4.553355835948035,0.9921886421978006,36.95096636901012,10435714388.974096,525046.2393874284
Ca2Ti3O8,inorganic,mp-1397126,Na3SbSe3,inorganic,mp-1193265,2.7744205799085475,-2.033571182876112,True,1.9982022639179264,-1.1649841303644282,True,14.12820403,MP_DFPT_real,Type II (staggered),0.8685870525116837,-0.09236873652106259,2.042991096279014,2.028627833536782,6017277576191046.0,2.6094963188651246,0.16925690051899794,6.247012372766917,5125905.764418181,1396297.3295940224
Ca2Ti3O8,inorganic,mp-1397126,Na3SbSe3,inorganic,mp-1193265,2.7744205799085475,-2.033571182876112,True,1.9982022639179264,-1.1649841303644282,True,14.12820403,MP_DFPT_real,Type II (staggered),0.8685870525116837,-0.09236873652106259,1.731869855037655,1.7277381128359004,4.625379990710606e+17,4.928109635484489,0.8882069210660978,76.98104134601631,860979.1827076914,245140.69426624305
Ca2Ti3O8,inorganic,mp-1397126,Na3SbSe3,inorganic,mp-1193265,2.7744205799085475,-2.033571182876112,True,1.9982022639179264,-1.1649841303644282,True,14.12820403,MP_DFPT_real,Type II (staggered),0.8685870525116837,-0.09236873652106259,3.12311685987626,1.678495549846366,6.901287205870279e+18,2.865442734963232,0.8429342591441513,415.5473067930525,633902.5518004589,90133.15766606337
Ca2Ti3O8,inorganic,mp-1397126,Na3SbSe3,inorganic,mp-1193265,2.7744205799085475,-2.033571182876112,True,1.9982022639179264,-1.1649841303644282,True,14.12820403,MP_DFPT_real,Type II (staggered),0.8685870525116837,-0.09236873652106259,3.604499023333993,1.9110660050304267,8312226751470424.0,4.788617500571292,0.3354825384524223,7.427062794479493,2575220.861188748,1244154.3585074586
Ga2Te2Cl7,inorganic,mp-542662,Ca3AlAs3,inorganic,mp-17186,1.4191,0.0538551982041681,True,0.7300999999999997,-1.5200109331559473,True,19.46476943333333,MP_DFPT_real,Type III (broken gap),-1.5738661313601154,2.2628661313601155,2.877205470945,0.6602631669522779,1.1850055828542978e+16,1.2653480249509688,0.10136850212133272,13.924232475987758,9825637463.875782,1112149.2633174264
Ga2Te2Cl7,inorganic,mp-542662,Ca3AlAs3,inorganic,mp-17186,1.4191,0.0538551982041681,True,0.7300999999999997,-1.5200109331559473,True,19.46476943333333,MP_DFPT_real,Type III (broken gap),-1.5738661313601154,2.2628661313601155,2.2801701649680557,1.9350401078811341,8.737611034754586e+16,2.8987957356781378,0.3999823160793055,32.9986386873131,9362156838.33104,496609.56905861147
Ga2Te2Cl7,inorganic,mp-542662,Ca3AlAs3,inorganic,mp-17186,1.4191,0.0538551982041681,True,0.7300999999999997,-1.5200109331559473,True,19.46476943333333,MP_DFPT_real,Type III (broken gap),-1.5738661313601154,2.2628661313601155,2.9631449607712868,2.35529604542352,4698625687209492.0,1.358859308053989,0.0685789302696751,5.589586912240498,10071212868.035282,1630479.807394705
Ga2Te2Cl7,inorganic,mp-542662,Ca3AlAs3,inorganic,mp-17186,1.4191,0.0538551982041681,True,0.7300999999999997,-1.5200109331559473,True,19.46476943333333,MP_DFPT_real,Type III (broken gap),-1.5738661313601154,2.2628661313601155,2.0679598535112564,0.7608016031762797,3816994058440634.0,1.8741080508954469,0.084240120524838,7.144699210624611,10312795196.98367,1659596.3981209686
KTiPSe5,inorganic,mp-571544,ZnCN2,inorganic,mp-29826,0.8912,-0.8683107903646023,True,3.4492000000000003,-0.340905193674649,True,6.94216738,MP_DFPT_real,Type II (staggered),0.5274055966899533,-3.0854055966899536,5.564813823633566,0.635337844434264,4910129991011890.0,1.6539165135400462,0.16282193048736954,8.018504431665244,9818473076.717464,1524008.3885067857
KTiPSe5,inorganic,mp-571544,ZnCN2,inorganic,mp-29826,0.8912,-0.8683107903646023,True,3.4492000000000003,-0.340905193674649,True,6.94216738,MP_DFPT_real,Type II (staggered),0.5274055966899533,-3.0854055966899536,1.862799724458862,2.178832108846988,1.8994979112417318e+18,4.845769061384875,1.6651339741857027,219.7044256766706,9765298829.898638,154425.81313987848
KTiPSe5,inorganic,mp-571544,ZnCN2,inorganic,mp-29826,0.8912,-0.8683107903646023,True,3.4492000000000003,-0.340905193674649,True,6.94216738,MP_DFPT_real,Type II (staggered),0.5274055966899533,-3.0854055966899536,5.400846784624294,1.9012683973884028,4.399707896463362e+16,2.958651839812461,0.623405051415754,22.526513630241716,10332692554.486393,686401.2047233077
KTiPSe5,inorganic,mp-571544,ZnCN2,inorganic,mp-29826,0.8912,-0.8683107903646023,True,3.4492000000000003,-0.340905193674649,True,6.94216738,MP_DFPT_real,Type II (staggered),0.5274055966899533,-3.0854055966899536,1.5053740370949895,0.7018339053361925,2.266466185295487e+16,2.2011848587034404,0.3234217821613589,19.359194423353937,9156332783.020985,827440.9850401444
Na6P4Pb3S16,inorganic,mp-560831,NaH2N,inorganic,mp-23850,2.3329000000000004,-1.2266946236120253,True,1.9531,-0.1705889841912622,True,5.251098786666668,MP_DFPT_real,Type II (staggered),1.056105639420763,-0.6763056394207627,2.6771089804065635,2.7630454181522306,1.8405219324322296e+18,1.9035190511677254,0.7511572729111201,152.52871813952092,10199887113.36172,144339.53093785795
Na6P4Pb3S16,inorganic,mp-560831,NaH2N,inorganic,mp-23850,2.3329000000000004,-1.2266946236120253,True,1.9531,-0.1705889841912622,True,5.251098786666668,MP_DFPT_real,Type II (staggered),1.056105639420763,-0.6763056394207627,4.691676423361477,2.002113848842339,2.923257449011669e+17,1.621515411811326,0.539186154638138,66.79346371793157,6013022386.393916,326861.6231909334
Na6P4Pb3S16,inorganic,mp-560831,NaH2N,inorganic,mp-23850,2.3329000000000004,-1.2266946236120253,True,1.9531,-0.1705889841912622,True,5.251098786666668,MP_DFPT_real,Type II (staggered),1.056105639420763,-0.6763056394207627,2.182436952616519,1.0841080495611588,1.4118069621984222e+17,2.085363879219077,0.5415395641505593,49.410383188676214,28345910.255749464,414014.83099919907
Na6P4Pb3S16,inorganic,mp-560831,NaH2N,inorganic,mp-23850,2.3329000000000004,-1.2266946236120253,True,1.9531,-0.1705889841912622,True,5.251098786666668,MP_DFPT_real,Type II (staggered),1.056105639420763,-0.6763056394207627,2.3780082800837885,2.5471078716911664,2607786975061001.5,2.1713988183176025,0.16102990450524657,3.5017960280940064,10217211821.772928,1852733.0301504761
Na4SnTe4,inorganic,mp-28108,NaSe,inorganic,mp-15668,0.9417,-0.9036528925068494,True,0.4942,-0.6499668559589131,True,10.303200086591977,MP_DFPT_real,"Type I (straddling, core confines shell)",0.2536860365479363,0.1938139634520637,2.553390399398915,2.365642013395482,8.164161997210424e+17,1.2245716928579538,0.1532223966190815,12.09318608624082,0.001676705560949497,114108.37860359214
Na4SnTe4,inorganic,mp-28108,NaSe,inorganic,mp-15668,0.9417,-0.9036528925068494,True,0.4942,-0.6499668559589131,True,10.303200086591977,MP_DFPT_real,"Type I (straddling, core confines shell)",0.2536860365479363,0.1938139634520637,4.570823332764467,2.6666446812523663,3.88404232182808e+16,2.2181863455796487,0.16926701613196746,5.03268370834852,0.010347756735174015,387783.2880126268
Na4SnTe4,inorganic,mp-28108,NaSe,inorganic,mp-15668,0.9417,-0.9036528925068494,True,0.4942,-0.6499668559589131,True,10.303200086591977,MP_DFPT_real,"Type I (straddling, core confines shell)",0.2536860365479363,0.1938139634520637,4.048921444892486,1.8910931767719754,3.00232552023227e+18,1.5482920962989146,0.23797984106171716,21.465302010573637,0.00010760538283352275,74380.8831834496
Na4SnTe4,inorganic,mp-28108,NaSe,inorganic,mp-15668,0.9417,-0.9036528925068494,True,0.4942,-0.6499668559589131,True,10.303200086591977,MP_DFPT_real,"Type I (straddling, core confines shell)",0.2536860365479363,0.1938139634520637,3.756726592027203,2.861458278098505,6.086043741601917e+18,3.888927737905567,0.7086456962770386,21.29246832548696,0.03183918233807848,49382.41767765635
KSi5N7,inorganic,mp-1029584,CaHN,inorganic,mp-34932,3.4174999999999995,-1.8245986846720323,True,2.193,-0.7291789312256887,True,16.980109636666665,MP_DFPT_real,"Type I (straddling, core confines shell)",1.0954197534463437,0.1290802465536558,2.885941835830656,1.51311416995689,1.5773014534642742e+18,4.158537439940812,0.938408261714755,189.4891045855374,1609065145.0435345,150453.07407933928
KSi5N7,inorganic,mp-1029584,CaHN,inorganic,mp-34932,3.4174999999999995,-1.8245986846720323,True,2.193,-0.7291789312256887,True,16.980109636666665,MP_DFPT_real,"Type I (straddling, core confines shell)",1.0954197534463437,0.1290802465536558,4.6046731531089184,2.0464454314409695,9970215427371132.0,2.365988598064485,0.19447196469825698,8.40580287025621,9264596852.74867,1119261.0171407238
KSi5N7,inorganic,mp-1029584,CaHN,inorganic,mp-34932,3.4174999999999995,-1.8245986846720323,True,2.193,-0.7291789312256887,True,16.980109636666665,MP_DFPT_real,"Type I (straddling, core confines shell)",1.0954197534463437,0.1290802465536558,2.6435858104425516,2.3892997225900316,1.8433535191185544e+16,4.390458635000039,0.4147051249243696,11.597161322883464,10998365445.845892,1074725.7723596233
KSi5N7,inorganic,mp-1029584,CaHN,inorganic,mp-34932,3.4174999999999995,-1.8245986846720323,True,2.193,-0.7291789312256887,True,16.980109636666665,MP_DFPT_real,"Type I (straddling, core confines shell)",1.0954197534463437,0.1290802465536558,4.781913754688904,2.3906468863894053,9322471981509484.0,1.3977141359738119,0.11114492102755201,7.19221434954643,8933976859.634344,1224366.148915629
Sb2BrF15,inorganic,mp-30213,KAlTe2,inorganic,mp-18347,2.97,1.2784800495932522,True,1.8992,-1.9558036969450665,True,8.0,no_MP_dielectric_data_default_used,Type III (broken gap),-3.2342837465383187,4.305083746538319,3.3902961622119054,1.4791348957137067,1.9223577615967684e+16,2.279239663798764,0.3165606272765437,14.42558238933364,9693951600.470097,943167.2790587986
Sb2BrF15,inorganic,mp-30213,KAlTe2,inorganic,mp-18347,2.97,1.2784800495932522,True,1.8992,-1.9558036969450665,True,8.0,no_MP_dielectric_data_default_used,Type III (broken gap),-3.2342837465383187,4.305083746538319,5.746065612303578,2.1906677059230404,2.2992534882629212e+16,3.8740519196140797,0.6558604415442216,14.024187288281684,9920682581.480656,841157.6386236097
Sb2BrF15,inorganic,mp-30213,KAlTe2,inorganic,mp-18347,2.97,1.2784800495932522,True,1.8992,-1.9558036969450665,True,8.0,no_MP_dielectric_data_default_used,Type III (broken gap),-3.2342837465383187,4.305083746538319,4.005296109887438,1.3491005128015556,1.1559677343712844e+16,1.55216387995348,0.17639306584341718,10.996662770771913,9973108724.59084,1250822.5684338203
Sb2BrF15,inorganic,mp-30213,KAlTe2,inorganic,mp-18347,2.97,1.2784800495932522,True,1.8992,-1.9558036969450665,True,8.0,no_MP_dielectric_data_default_used,Type III (broken gap),-3.2342837465383187,4.305083746538319,3.9349043059965907,1.0540899448607914,1.7584762321293064e+16,1.7776156762540412,0.25580719241908584,16.167626898384945,9750352200.730425,924299.4343399093
KPbO2,inorganic,mp-28574,K2ZnS2,inorganic,mp-1147773,1.8467,-1.2793751948183365,True,2.8084079664041903,-1.8429957880130077,True,9.078519343333324,MP_DFPT_real,"Type I (straddling, shell confines core)",-0.5636205931946712,-0.39808737320951915,3.7038143957178997,2.879878346002266,3321887290283915.5,1.5814812937219118,0.0814426270560043,3.2946563549218717,5879.016152433218,1356920.1987678546
KPbO2,inorganic,mp-28574,K2ZnS2,inorganic,mp-1147773,1.8467,-1.2793751948183365,True,2.8084079664041903,-1.8429957880130077,True,9.078519343333324,MP_DFPT_real,"Type I (straddling, shell confines core)",-0.5636205931946712,-0.39808737320951915,5.126687895485967,1.1048123137291965,9.864727776728961e+17,1.616595874263968,0.4428908543268425,76.83700984600863,0.1871481786596662,164250.27198427403
KPbO2,inorganic,mp-28574,K2ZnS2,inorganic,mp-1147773,1.8467,-1.2793751948183365,True,2.8084079664041903,-1.8429957880130077,True,9.078519343333324,MP_DFPT_real,"Type I (straddling, shell confines core)",-0.5636205931946712,-0.39808737320951915,3.912384109372787,2.677028396454164,1.2997341831537635e+17,3.0962424714353842,0.5568285323069684,20.106274878330794,1584.044567762723,369609.48201979214
KPbO2,inorganic,mp-28574,K2ZnS2,inorganic,mp-1147773,1.8467,-1.2793751948183365,True,2.8084079664041903,-1.8429957880130077,True,9.078519343333324,MP_DFPT_real,"Type I (straddling, shell confines core)",-0.5636205931946712,-0.39808737320951915,2.0004810196365557,1.9703090852951086,9076485038186938.0,2.303977544690304,0.1796730479924048,6.074016776408855,25.391789051613635,1017289.2851422167
CdSO4,inorganic,mp-8459,TeSO5,inorganic,mp-1195479,2.8695,-0.056926480783277,True,3.1339,0.2948208964419123,True,8.0,no_MP_dielectric_data_default_used,Type II (staggered),0.3517473772251893,-0.6161473772251895,3.658067757903748,0.6240025732471313,9595202869387604.0,3.7261256959902718,0.3884875246015137,9.57901059164364,0.08330168332354375,1041695.5790447633
CdSO4,inorganic,mp-8459,TeSO5,inorganic,mp-1195479,2.8695,-0.056926480783277,True,3.1339,0.2948208964419123,True,8.0,no_MP_dielectric_data_default_used,Type II (staggered),0.3517473772251893,-0.6161473772251895,3.303998929223881,1.906535961759102,8.132808959890967e+17,2.0623420354740847,0.5961369555451675,70.49231050283305,139.97917447077265,190850.81058359522
CdSO4,inorganic,mp-8459,TeSO5,inorganic,mp-1195479,2.8695,-0.056926480783277,True,3.1339,0.2948208964419123,True,8.0,no_MP_dielectric_data_default_used,Type II (staggered),0.3517473772251893,-0.6161473772251895,3.5915032430069376,1.453689189323681,2.2872475503466396e+16,2.811452766665969,0.3722590157029596,12.970322158067171,10.421174559889412,696666.7410018829
CdSO4,inorganic,mp-8459,TeSO5,inorganic,mp-1195479,2.8695,-0.056926480783277,True,3.1339,0.2948208964419123,True,8.0,no_MP_dielectric_data_default_used,Type II (staggered),0.3517473772251893,-0.6161473772251895,1.5046424308436162,1.7558864195758763,3.958508605722717e+16,2.288879514712497,0.2942789444140705,16.088327267190042,64.76830349701751,594784.2080589129
NaSb5O13,inorganic,mp-766341,Na2PS3,inorganic,mp-1101885,0.7792000000000003,-0.1835921404490275,True,2.6345,-1.1814589421220911,True,7.398775716666666,MP_DFPT_real,"Type I (straddling, shell confines core)",-0.9978668016730636,-0.8574331983269361,5.954368448663018,0.6527444994731578,4.714366671660879e+18,1.6979103658459211,0.7157118415515081,476.4485220185686,241845.54224735458,98305.88565942715
NaSb5O13,inorganic,mp-766341,Na2PS3,inorganic,mp-1101885,0.7792000000000003,-0.1835921404490275,True,2.6345,-1.1814589421220911,True,7.398775716666666,MP_DFPT_real,"Type I (straddling, shell confines core)",-0.9978668016730636,-0.8574331983269361,3.6506628471797695,1.7266548353112177,1.625181173343366e+18,1.7118448381635498,0.6354683445523486,179.00175927520561,130104379.45525293,156254.01513656144
NaSb5O13,inorganic,mp-766341,Na2PS3,inorganic,mp-1101885,0.7792000000000003,-0.1835921404490275,True,2.6345,-1.1814589421220911,True,7.398775716666666,MP_DFPT_real,"Type I (straddling, shell confines core)",-0.9978668016730636,-0.8574331983269361,1.7397502097784894,2.9325095085812047,8.67460342577153e+17,1.3994280512487243,0.43223719168242236,101.47901660328166,10045292453.450874,208989.76940481877
NaSb5O13,inorganic,mp-766341,Na2PS3,inorganic,mp-1101885,0.7792000000000003,-0.1835921404490275,True,2.6345,-1.1814589421220911,True,7.398775716666666,MP_DFPT_real,"Type I (straddling, shell confines core)",-0.9978668016730636,-0.8574331983269361,4.2348671608381645,1.5594724910898756,6791005604632206.0,1.5116611706631935,0.1375743933172902,7.586218656867908,47251376.79456849,1252904.8471860404
K3SbS4,inorganic,mp-9781,PbBr2,inorganic,mp-2456335,2.1851,-1.413131798426095,True,2.6579,-0.388269895454246,True,8.0,no_MP_dielectric_data_default_used,Type II (staggered),1.0248619029718489,-1.4976619029718492,3.558681469216147,2.739954113648078,2.6893843219526364e+16,2.47870944169539,0.37990299396153837,13.110552739837217,10457951271.178007,775352.3090990143
K3SbS4,inorganic,mp-9781,PbBr2,inorganic,mp-2456335,2.1851,-1.413131798426095,True,2.6579,-0.388269895454246,True,8.0,no_MP_dielectric_data_default_used,Type II (staggered),1.0248619029718489,-1.4976619029718492,2.9022001261959414,2.1441661079724135,5.298370163678394e+18,3.156630507998042,1.276378231280901,389.9078246603967,9836163452.81902,106920.46232280644
K3SbS4,inorganic,mp-9781,PbBr2,inorganic,mp-2456335,2.1851,-1.413131798426095,True,2.6579,-0.388269895454246,True,8.0,no_MP_dielectric_data_default_used,Type II (staggered),1.0248619029718489,-1.4976619029718492,5.11792628001475,0.6195707330912681,8.660365449341966e+16,2.092301210903088,0.47946460613391234,47.224851485396115,9922747160.37505,507123.71037160285
K3SbS4,inorganic,mp-9781,PbBr2,inorganic,mp-2456335,2.1851,-1.413131798426095,True,2.6579,-0.388269895454246,True,8.0,no_MP_dielectric_data_default_used,Type II (staggered),1.0248619029718489,-1.4976619029718492,4.466455716360874,1.598872602884694,7098532382972607.0,3.4760221883714766,0.3544053264354828,8.133299707234816,10088286679.226854,1288048.0722636671
Li2Te2O5,inorganic,mp-27811,K6Ti2O7,inorganic,mp-5455,3.484700000000001,-1.2477191501576086,True,3.4462,-2.2450649776181835,True,8.0,no_MP_dielectric_data_default_used,Type II (staggered),-0.9973458274605749,1.0358458274605757,4.929963873997379,2.848825377155107,6.144514455175373e+17,4.3132224009788365,1.3474440716247869,81.0640548958013,11258737018.76696,255656.00076266687
Li2Te2O5,inorganic,mp-27811,K6Ti2O7,inorganic,mp-5455,3.484700000000001,-1.2477191501576086,True,3.4462,-2.2450649776181835,True,8.0,no_MP_dielectric_data_default_used,Type II (staggered),-0.9973458274605749,1.0358458274605757,1.8641433889996795,1.3749017596262343,4.16322449568177e+18,1.1537904428403418,0.4021947320700527,352.98496632839743,68083686.29534802,105571.06173618916
Li2Te2O5,inorganic,mp-27811,K6Ti2O7,inorganic,mp-5455,3.484700000000001,-1.2477191501576086,True,3.4462,-2.2450649776181835,True,8.0,no_MP_dielectric_data_default_used,Type II (staggered),-0.9973458274605749,1.0358458274605757,4.78951899454942,0.6123238356382834,6.599841235886799e+18,2.8355978195421936,1.2236134676851704,598.2182233450817,847821.7165825933,87517.92423702999
Li2Te2O5,inorganic,mp-27811,K6Ti2O7,inorganic,mp-5455,3.484700000000001,-1.2477191501576086,True,3.4462,-2.2450649776181835,True,8.0,no_MP_dielectric_data_default_used,Type II (staggered),-0.9973458274605749,1.0358458274605757,3.7772995978491255,1.5407226423358775,2.3200165427137965e+17,2.842945428001617,0.6528324772228632,59.669755398385405,182049214.7273305,335570.42728205497
KAlTe2,inorganic,mp-18347,GeBr2,inorganic,mp-541610,1.8992,-1.9558036969450665,True,2.5972,0.1102069861859593,True,8.0,no_MP_dielectric_data_default_used,Type III (broken gap),2.066010683131026,-2.764010683131026,1.9939709464041284,1.4728810742326903,7292621603027543.0,3.1797346152047004,0.2920330052755773,8.4105508288984,9121135804.321684,1257251.4325246064
KAlTe2,inorganic,mp-18347,GeBr2,inorganic,mp-541610,1.8992,-1.9558036969450665,True,2.5972,0.1102069861859593,True,8.0,no_MP_dielectric_data_default_used,Type III (broken gap),2.066010683131026,-2.764010683131026,3.434096616100856,0.6672446381031005,1.0237606823918082e+17,1.454793714215363,0.3599825434478107,46.06296554869862,9451607210.77268,539979.7374047426
KAlTe2,inorganic,mp-18347,GeBr2,inorganic,mp-541610,1.8992,-1.9558036969450665,True,2.5972,0.1102069861859593,True,8.0,no_MP_dielectric_data_default_used,Type III (broken gap),2.066010683131026,-2.764010683131026,1.6758520214755834,0.787543764795849,2512893219500955.0,4.392566254684124,0.2820968012710665,5.445774272511653,9815875521.605984,1945684.3901377849
KAlTe2,inorganic,mp-18347,GeBr2,inorganic,mp-541610,1.8992,-1.9558036969450665,True,2.5972,0.1102069861859593,True,8.0,no_MP_dielectric_data_default_used,Type III (broken gap),2.066010683131026,-2.764010683131026,5.636369683003832,1.084603854147504,1188178443182577.8,3.7411269928598783,0.16076182255560184,3.820397290435062,9877361077.028946,2401657.180279691
Ca3(Si4P7)2,inorganic,mp-1195188,Li2ZnSnS4,inorganic,mp-555186,1.2361000000000004,-1.22557535956518,True,2.1985,-1.2486782375911276,True,7.899742970000001,MP_DFPT_real,"Type I (straddling, shell confines core)",-0.023102878025947682,-0.939297121974052,2.767415680070574,2.212576968648049,2.306570432417437e+18,4.148702783168122,1.4837139987075096,189.03785135542662,224921010.28836855,126179.90156555893
Ca3(Si4P7)2,inorganic,mp-1195188,Li2ZnSnS4,inorganic,mp-555186,1.2361000000000004,-1.22557535956518,True,2.1985,-1.2486782375911276,True,7.899742970000001,MP_DFPT_real,"Type I (straddling, shell confines core)",-0.023102878025947682,-0.939297121974052,3.6014177775501417,0.595371675835721,8.343433958056274e+16,3.3484280640335147,0.6831677980598968,38.35025360381106,19265.496653224487,494705.17608069297
Ca3(Si4P7)2,inorganic,mp-1195188,Li2ZnSnS4,inorganic,mp-555186,1.2361000000000004,-1.22557535956518,True,2.1985,-1.2486782375911276,True,7.899742970000001,MP_DFPT_real,"Type I (straddling, shell confines core)",-0.023102878025947682,-0.939297121974052,5.988794454109226,1.606744133043577,1.3346200345980388e+18,4.459923193302403,1.6004168540357593,167.95115725664917,6786974.590236509,171586.1325022699
Ca3(Si4P7)2,inorganic,mp-1195188,Li2ZnSnS4,inorganic,mp-555186,1.2361000000000004,-1.22557535956518,True,2.1985,-1.2486782375911276,True,7.899742970000001,MP_DFPT_real,"Type I (straddling, shell confines core)",-0.023102878025947682,-0.939297121974052,4.680310036839188,2.4900303625444864,3.198691102433342e+16,1.812912679264532,0.303687573782686,14.343600781186069,1091790818.3864715,752775.6625694177
Sn2(SO4)3,inorganic,mp-768950,Ca(ZnAs)2,inorganic,mp-9571,2.5934,0.0675173975946989,True,0.3905000000000003,-0.9654444819372556,True,24.27448336666194,MP_DFPT_real,Type III (broken gap),-1.0329618795319546,3.2358618795319543,4.2089699726628975,2.4058004889620626,4.437717404445993e+16,2.111803184771584,0.22671910695306854,21.78544354996821,10786677451.237621,700747.2225067778
Sn2(SO4)3,inorganic,mp-768950,Ca(ZnAs)2,inorganic,mp-9571,2.5934,0.0675173975946989,True,0.3905000000000003,-0.9654444819372556,True,24.27448336666194,MP_DFPT_real,Type III (broken gap),-1.0329618795319546,3.2358618795319543,5.829383630007965,1.7784172223950052,1048485665975731.5,1.3185744341865888,0.026433814947165155,3.104198214471257,10595571476.544432,2404876.6760362536
