core_material,shell_material,Original_Synthetic_Log_ON_OFF,RF_Reg_Pred,RF_Clf_Pred_Class,KNN_Reg_Pred,SVM_Reg_Pred,GB_Reg_Pred,LogReg_Clf_Pred_Class,Ridge_Reg_Pred,KMeans_Cluster,Hierarchical_Cluster,DBSCAN_Cluster,Abs_Diff_RF_vs_Original
KTiPSe5,ZnCN2,2.341838805339254,-4.339406976726535,0,-4.460998667741867,2.0658175656084317,-3.9736990135435644,0,-2.8419620929644975,7,4,-1,6.681245782065789
KTiPSe5,ZnCN2,1.3526939823004234,-4.339406976726535,0,-4.460998667741867,2.065817565099104,-3.9736990135435644,0,-3.6646381944608746,7,4,-1,5.692100959026958
KTiPSe5,ZnCN2,1.2868872814449375,-4.339406976726535,0,-4.460998667741867,2.0658175660604283,-3.9736990135435644,0,-7.219663765838682,7,4,-1,5.626294258171472
Na6P4Pb3S16,NaH2N,2.183351620439022,-1.1194019709883547,0,-0.8379360531241223,2.0658105073510136,-1.0593829223165785,0,-3.7417043688653666,2,2,-1,3.3027535914273765
Na6P4Pb3S16,NaH2N,1.824733965318009,-4.194027452087406,0,-3.7784612723698427,2.065807344807215,-3.9748290339964782,0,-5.997043201365406,2,2,-1,6.018761417405415
Na6P4Pb3S16,NaH2N,1.6938182219542277,-4.194027452087406,0,-3.7784612723698436,2.0658054148151836,-3.9748290339964782,0,-8.717937183273387,2,2,-1,5.887845674041634
Na6P4Pb3S16,NaH2N,0.5442908457870921,-1.1194019709883547,0,-0.8379360531241223,2.0658095287994325,-1.0593829223165785,0,-4.381725566001535,2,2,-1,1.6636928167754468
Na4SnTe4,NaSe,1.0825407357145027,-4.363972607593827,0,-4.840210249127326,2.0658175763523356,-3.976444897272863,0,-7.7797775554211945,0,7,-1,5.44651334330833
Na4SnTe4,NaSe,0.7017996369269818,-1.320711330519009,0,-2.1594613494975854,2.0658175763523365,-1.062396802106489,0,-6.887630307384921,0,7,-1,2.022510967445991
Na4SnTe4,NaSe,1.3317370032558444,-4.363972607593827,0,-4.840210249127328,2.0658175763523348,-3.976444897272863,0,-9.186301429999515,0,7,-1,5.695709610849672
Na4SnTe4,NaSe,1.328226009864888,-1.320711330519009,0,-2.159461349497586,2.0658175763523374,-1.062396802106489,0,-6.310218766338492,0,7,-1,2.648937340383897
KSi5N7,CaHN,2.277584243568399,-4.029384893076763,0,-3.5119475147544463,2.065817528227366,-3.86302067685849,0,-7.390132900850107,9,0,-1,6.3069691366451615
KSi5N7,CaHN,0.9245792008771492,-4.029384893076763,0,-3.5119475147544463,2.0658175339468032,-3.86302067685849,0,-5.809382734705517,9,0,-1,4.953964093953912
KSi5N7,CaHN,1.0643516984789592,-4.029384893076763,0,-3.511947514754446,2.065817539399731,-3.86302067685849,0,-4.793190703904326,9,0,-1,5.0937365915557224
KSi5N7,CaHN,0.856862622195418,-4.029384893076763,0,-3.5119475147544463,2.0658175394232963,-3.86302067685849,0,-4.789197820768697,9,0,-1,4.886247515272181
Sb2BrF15,KAlTe2,1.1591333555101426,-4.029384893076763,0,-3.511947514754446,2.065817071639936,-3.86302067685849,0,-7.725658329159289,3,0,-1,5.188518248586906
Sb2BrF15,KAlTe2,1.1468777029805,-4.029384893076763,0,-3.511947514754446,2.065817134863188,-3.86302067685849,0,-5.616733371664916,3,0,-1,5.1762625960572635
Sb2BrF15,KAlTe2,1.0412609069639756,-4.029384893076763,0,-3.511947514754446,2.0658170677025476,-3.86302067685849,0,-8.111069587109762,3,0,-1,5.070645800040738
Sb2BrF15,KAlTe2,1.2086462783745007,-4.029384893076763,0,-3.5119475147544468,2.065817068186698,-3.86302067685849,0,-8.985456741894415,3,0,-1,5.238031171451263
KPbO2,K2ZnS2,0.5178101227405884,-1.320711330519009,0,-0.8379360531241223,2.064315902062642,-1.062396802106489,0,-1.98220741414903,8,1,-1,1.8385214532595975
KPbO2,K2ZnS2,1.8855704557127406,-4.363972607593827,0,-3.7784612723698427,2.063212452166661,-3.976444897272863,0,-7.243357712418277,8,8,-1,6.249543063306568
KPbO2,K2ZnS2,1.3033316156170167,-1.320711330519009,0,-0.8379360531241226,2.064081912195546,-1.062396802106489,0,-2.583438046229944,8,1,-1,2.6240429461360257
KPbO2,K2ZnS2,0.78347598710344,-4.363972607593827,0,-3.7784612723698436,2.0634551930557623,-3.976444897272863,0,-4.678096186882771,8,1,-1,5.147448594697267
CdSO4,TeSO5,0.9813206534647492,-4.029384893076763,0,-3.100867201903101,2.061342291695524,-3.86302067685849,0,-8.015910384411102,1,0,-1,5.010705546541512
CdSO4,TeSO5,1.8481417455258256,-4.029384893076763,0,-3.100867201903102,2.0623360349024886,-3.86302067685849,0,-4.214586491761686,1,0,-1,5.877526638602589
CdSO4,TeSO5,1.1129507632647502,-4.029384893076763,0,-3.1008672019031014,2.061705503413859,-3.86302067685849,0,-5.556787226017168,1,0,-1,5.142335656341514
CdSO4,TeSO5,1.2065108920546932,-4.029384893076763,0,-3.1008672019031014,2.0620984607862543,-3.86302067685849,0,-4.661099392905113,1,0,-1,5.235895785131456
NaSb5O13,Na2PS3,2.6780159840698463,-4.363972607593827,0,-4.840210249127326,2.0658175761634956,-3.976444897272863,0,-8.865803182858006,7,4,-1,7.0419885916636735
NaSb5O13,Na2PS3,2.252857299358437,-4.363972607593827,0,-4.840210249127327,2.0658175761335316,-3.976444897272863,0,-5.682820926995843,7,4,-1,6.616829906952264
NaSb5O13,Na2PS3,2.006376249978175,-1.320711330519009,0,-2.1594613494975854,2.065817576189529,-1.062396802106489,0,-2.1087664644586464,7,4,-1,3.3270875804971842
NaSb5O13,Na2PS3,0.8800253561762388,-4.363972607593827,0,-4.840210249127327,2.065817576133667,-3.976444897272863,0,-6.17833569893879,7,4,-1,5.243997963770066
K3SbS4,PbBr2,1.1176210018961008,-1.1910993210258163,0,-0.8379360531241224,2.0645507197203443,-1.0593829223165785,0,-2.6259343590750617,8,1,-1,2.308720322921917
K3SbS4,PbBr2,2.5909619506861525,-4.243323137046787,0,-3.778461272369843,2.064037070751852,-3.9748290339964782,0,-4.3918011982662915,8,2,-1,6.83428508773294
K3SbS4,PbBr2,1.6741706008093424,-4.243323137046787,0,-3.7784612723698427,2.0636198016542595,-3.9748290339964782,0,-8.91057698770797,8,2,11,5.91749373785613
K3SbS4,PbBr2,0.9102667760871954,-4.243323137046787,0,-3.778461272369843,2.0637086551596373,-3.9748290339964782,0,-6.008006474451307,8,2,-1,5.153589913133983
Li2Te2O5,K6Ti2O7,1.9088283237435302,-0.8573951426490174,0,0.19137060206585074,2.0658165995982913,-0.9122678686482508,0,-0.8396030255719276,9,0,-1,2.766223466392548
Li2Te2O5,K6Ti2O7,2.5477562091281793,-4.001675689298149,0,-3.100867201903102,2.0658138199989637,-3.8603039531495917,0,-5.208191877479599,9,0,-1,6.549431898426328
Li2Te2O5,K6Ti2O7,2.776859638681364,-4.001675689298149,0,-3.1008672019031014,2.0658133704805217,-3.8603039531495917,0,-7.468410370368629,9,0,-1,6.7785353279795135
Li2Te2O5,K6Ti2O7,1.7757542575634007,-4.001675689298149,0,-3.100867201903101,2.065814038657448,-3.8603039531495917,0,-4.716712365920278,9,0,-1,5.77742994686155
KAlTe2,GeBr2,0.9248244398070967,-4.363972607593827,0,-3.7784612723698427,2.064869482472303,-3.976444897272863,0,-6.498329994114998,8,8,-1,5.288797047400924
KAlTe2,GeBr2,1.663351894548237,-4.363972607593827,0,-3.7784612723698436,2.0648907520855673,-3.976444897272863,0,-8.886170389444988,8,1,-1,6.027324502142064
KAlTe2,GeBr2,0.7360596358591985,-4.363972607593827,0,-3.778461272369843,2.0648754946536663,-3.976444897272863,0,-8.529613633372874,8,1,-1,5.100032243453025
KAlTe2,GeBr2,0.5821085283755602,-4.363972607593827,0,-3.7784612723698436,2.064855333784439,-3.976444897272863,0,-7.649151865032348,8,1,-1,4.946081135969387
Ca3(Si4P7)2,Li2ZnSnS4,2.2765487723685736,-4.363972607593827,0,-4.460998667741868,2.065817301675681,-3.976444897272863,0,-5.042874397681606,5,9,0,6.640521379962401
Ca3(Si4P7)2,Li2ZnSnS4,1.5837682402112467,-4.363972607593827,0,-4.460998667741868,2.065817319374079,-3.976444897272863,0,-9.836138396850563,5,9,-1,5.947740847805074
Ca3(Si4P7)2,Li2ZnSnS4,2.2251830006661937,-4.363972607593827,0,-4.460998667741867,2.0658172822193515,-3.976444897272863,0,-6.838513289864203,5,9,-1,6.589155608260021
Ca3(Si4P7)2,Li2ZnSnS4,1.1566581892046617,-4.363972607593827,0,-4.460998667741867,2.0658173216068128,-3.976444897272863,0,-4.2205252684017225,5,9,0,5.520630796798489
Sn2(SO4)3,Ca(ZnAs)2,1.3381664065642973,-4.029384893076763,0,-4.779974305144565,2.0658175749945316,-3.86302067685849,0,-8.294246416637142,2,1,-1,5.36755129964106
Sn2(SO4)3,Ca(ZnAs)2,0.49194944477128916,-4.029384893076763,0,-4.779974305144565,2.06581757482505,-3.86302067685849,0,-10.153759020684667,2,1,-1,4.521334337848052
Sn2(SO4)3,Ca(ZnAs)2,0.975058226868487,-0.8538880132831561,0,-2.0775023632956153,2.0658175752648478,-0.9169603354707109,0,-6.69132023370752,2,1,-1,1.8289462401516432
Sn2(SO4)3,Ca(ZnAs)2,2.0152882697253847,-4.029384893076763,0,-4.779974305144565,2.065817574814785,-3.86302067685849,0,-10.436761953608148,2,1,-1,6.044673162802148
SbF4,PbSe,1.4811091709042143,-4.701504834721173,0,-4.779974305144565,2.0658175763523463,-4.778579878845807,0,-20.761984557177808,4,5,-1,6.182614005625387
SbF4,PbSe,0.9618188213573305,-1.9219027904488173,0,-2.0775023632956153,2.0658175763523463,-2.1079237676066507,0,-18.224164194416378,4,5,-1,2.883721611806148
SbF4,PbSe,1.7021517418740064,-4.701504834721173,0,-4.779974305144566,2.0658175763523463,-4.778579878845807,0,-21.834030374281877,4,5,-1,6.403656576595179
SbF4,PbSe,2.772071895397329,-4.701504834721173,0,-4.779974305144565,2.0658175763523463,-4.778579878845807,0,-25.33148994508849,4,5,-1,7.473576730118502
InSb3(PO4)6,Na2Ga2GeS6,2.2172614284938037,-4.029384893076763,0,-3.511947514754446,2.064797715391832,-3.86302067685849,0,-4.557968417108622,1,2,-1,6.246646321570567
InSb3(PO4)6,Na2Ga2GeS6,0.9310337006395994,-0.8538880132831561,0,-0.44458783994092854,2.0652167570459685,-0.9169603354707109,0,-2.0328316694057915,1,2,-1,1.7849217139227556
InSb3(PO4)6,Na2Ga2GeS6,1.284408632387589,-0.8538880132831561,0,-0.44458783994092854,2.0651617033605953,-0.9169603354707109,0,-2.3441597372183502,1,2,-1,2.138296645670745
InSb3(PO4)6,Na2Ga2GeS6,1.3946856161659964,-4.029384893076763,0,-3.5119475147544463,2.064704641414335,-3.86302067685849,0,-5.243412243035419,1,2,-1,5.4240705092427595
Cd3SiO5,NaGaGeO4,1.4743759100980365,-4.363972607593827,0,-4.460998667741867,2.0658175330671984,-3.976444897272863,0,-8.50305393994519,7,4,-1,5.8383485176918635
Cd3SiO5,NaGaGeO4,2.1073974210261204,-4.363972607593827,0,-4.460998667741868,2.0658175247944004,-3.976444897272863,0,-5.364214136382037,7,4,-1,6.471370028619948
Cd3SiO5,NaGaGeO4,1.0113222678078506,-4.363972607593827,0,-4.460998667741867,2.065817526056737,-3.976444897272863,0,-6.475207718567493,7,4,-1,5.375294875401678
Cd3SiO5,NaGaGeO4,2.0935268734933707,-1.320711330519009,0,-1.643694457194081,2.065817532839015,-1.062396802106489,0,-2.351451415546471,7,4,-1,3.4142382040123795
Na4Al3Ge3IO12,K2TeH6SO10,0.6562473288411195,-4.01615244434189,0,-3.100867201903101,2.0658036377099593,-3.8629610346189924,0,-4.367101667724411,9,0,-1,4.67239977318301
Na4Al3Ge3IO12,K2TeH6SO10,2.1976546050790104,-0.8609562749541038,0,0.19137060206585071,2.0658129279271176,-0.9168031292525125,0,-1.0232572898382188,9,0,-1,3.058610880033114
Na4Al3Ge3IO12,K2TeH6SO10,0.5734446119522507,-4.01615244434189,0,-3.1008672019031014,2.0658006687597603,-3.8629610346189924,0,-6.199761635390786,9,0,-1,4.589597056294141
Na4Al3Ge3IO12,K2TeH6SO10,1.118884010718089,-4.01615244434189,0,-3.1008672019031014,2.0658008425744705,-3.8629610346189924,0,-6.030006866851247,9,0,-1,5.135036455059979
Ca11InSb9,Zn3PBr3,1.0063630947655842,-4.363972607593827,0,-4.840210249127327,2.0658175763396325,-3.976444897272863,0,-9.08589148280248,0,7,-1,5.370335702359411
Ca11InSb9,Zn3PBr3,1.9120593976816525,-4.363972607593827,0,-4.840210249127327,2.0658175763411477,-3.976444897272863,0,-10.824678615258025,0,7,-1,6.276032005275479
Ca11InSb9,Zn3PBr3,2.48363584420812,-4.363972607593827,0,-4.840210249127327,2.0658175763396494,-3.976444897272863,0,-9.115448310464364,0,7,-1,6.847608451801947
Ca11InSb9,Zn3PBr3,1.6110694226639641,-4.363972607593827,0,-4.840210249127325,2.0658175763407014,-3.976444897272863,0,-10.408163758343054,0,7,-1,5.975042030257791
K6ZnS4,Sn3As4,1.530871513820241,-4.102235444133379,0,-4.779974305144565,2.0658175742123195,-3.936268946242419,0,-11.811949131605559,2,1,-1,5.63310695795362
K6ZnS4,Sn3As4,1.5819101530056485,-4.102235444133379,0,-4.779974305144565,2.0658175743577685,-3.936268946242419,0,-9.21152722790416,2,1,-1,5.684145597139028
K6ZnS4,Sn3As4,1.845950184568097,-4.102235444133379,0,-4.779974305144565,2.065817574442699,-3.936268946242419,0,-14.018199625830508,2,1,-1,5.948185628701476
K6ZnS4,Sn3As4,0.6214278110034052,-4.102235444133379,0,-4.779974305144566,2.065817574419024,-3.936268946242419,0,-8.815021155174355,2,1,-1,4.723663255136785
Na3As4H5O14,NaP7,1.9001067871021793,-0.8538880132831561,0,-0.4445878399409285,2.0658174685281936,-0.9169603354707109,0,-3.4046372469235124,9,0,-1,2.7539948003853354
Na3As4H5O14,NaP7,0.5575392081159659,-4.029384893076763,0,-3.511947514754446,2.0658174020134963,-3.86302067685849,0,-7.080685743211468,9,0,-1,4.586924101192729
Na3As4H5O14,NaP7,0.881498228499746,-4.029384893076763,0,-3.511947514754446,2.0658174284511954,-3.86302067685849,0,-5.249931351507106,9,0,-1,4.910883121576509
Na3As4H5O14,NaP7,1.3163660075036796,-4.029384893076763,0,-3.511947514754446,2.0658174052122393,-3.86302067685849,0,-6.774031750349014,9,0,-1,5.345750900580443
NaGe,Ga(IO3)3,1.0589502567585742,-4.363972607593827,0,-4.460998667741867,2.0658175762802973,-3.976444897272863,0,-2.8305431163966337,7,4,-1,5.422922864352401
NaGe,Ga(IO3)3,1.8864872740818832,-4.363972607593827,0,-4.460998667741867,2.0658175762776976,-3.976444897272863,0,-6.149573420778275,7,4,-1,6.25045988167571
NaGe,Ga(IO3)3,2.8528734771239255,-4.363972607593827,0,-4.460998667741867,2.0658175762878708,-3.976444897272863,0,-8.026298093641826,7,4,-1,7.216846084717753
NaGe,Ga(IO3)3,0.7846958055272344,-4.363972607593827,0,-4.460998667741868,2.0658175762927975,-3.976444897272863,0,-8.700413253633025,7,4,-1,5.148668413121062
K2TiSi3(HO5)2,KGeSbO5,1.4043449164725723,-4.029384893076763,0,-3.100867201903101,2.065817251067708,-3.86302067685849,0,-6.316937440533723,9,0,-1,5.433729809549336
K2TiSi3(HO5)2,KGeSbO5,0.756306836838753,-4.029384893076763,0,-3.1008672019031005,2.06581723983964,-3.86302067685849,0,-6.757338753132061,9,0,-1,4.785691729915516
K2TiSi3(HO5)2,KGeSbO5,0.6982196162746881,-4.029384893076763,0,-3.1008672019031014,2.0658172355803477,-3.86302067685849,0,-9.661039780034976,9,0,-1,4.727604509351451
K2TiSi3(HO5)2,KGeSbO5,1.5704410307790544,-4.029384893076763,0,-3.1008672019031014,2.065817259965086,-3.86302067685849,0,-6.023867195554727,9,0,-1,5.599825923855818
KPS3,AsClF8,2.2245662399543087,-4.363972607593827,0,-3.7784612723698436,2.060744949188296,-3.976444897272863,0,-7.100582435545677,5,8,-1,6.588538847548136
KPS3,AsClF8,1.9195074076316965,-4.363972607593827,0,-3.7784612723698423,2.060569120227054,-3.976444897272863,0,-6.179952316385364,5,8,-1,6.283480015225524
KPS3,AsClF8,1.044908965878613,-4.363972607593827,0,-3.7784612723698436,2.0607073370172806,-3.976444897272863,0,-4.311000735082603,5,8,-1,5.40888157347244
KPS3,AsClF8,0.8811675829185451,-1.320711330519009,0,-0.8379360531241224,2.0625897826466097,-1.062396802106489,0,-0.9914857243396158,5,8,-1,2.2018789134375543
Li2TeS3,Cd(NO3)2,1.4883066060097832,-4.339406976726535,0,-3.778461272369843,2.04946122296003,-3.9736990135435644,0,-3.677835252083542,8,8,-1,5.827713582736318
Li2TeS3,Cd(NO3)2,2.3856633603113258,-4.339406976726535,0,-3.7784612723698436,2.0484518297962393,-3.9736990135435644,0,-4.6076917140495475,8,8,-1,6.72507033703786
Li2TeS3,Cd(NO3)2,0.6098641519756746,-4.339406976726535,0,-3.7784612723698436,2.048010028293268,-3.9736990135435644,0,-5.6563150621611324,8,8,-1,4.949271128702209
Li2TeS3,Cd(NO3)2,2.1556637918513357,-4.339406976726535,0,-3.7784612723698436,2.0480171135181164,-3.9736990135435644,0,-5.937092111224615,8,8,-1,6.49507076857787
Na8TiAs4,Na3Ga3(TeO6)2,2.242936152019852,-4.363972607593827,0,-4.840210249127327,2.0658175745602714,-3.976444897272863,0,-8.132555831281781,0,7,-1,6.606908759613679
Na8TiAs4,Na3Ga3(TeO6)2,2.7033548392667943,-4.363972607593827,0,-4.840210249127326,2.0658175746322827,-3.976444897272863,0,-9.122683473348411,0,7,-1,7.067327446860622
Na8TiAs4,Na3Ga3(TeO6)2,1.0548082847664735,-4.363972607593827,0,-4.840210249127327,2.0658175746569647,-3.976444897272863,0,-9.358385169291529,0,7,-1,5.418780892360301
Na8TiAs4,Na3Ga3(TeO6)2,0.880460980718236,-4.363972607593827,0,-4.840210249127327,2.065817574550671,-3.976444897272863,0,-7.874383847838638,0,7,-1,5.244433588312063
TePb,NaAlAsO4F,2.5502301271478527,-4.27476772489122,0,-4.460998667741868,2.0658175743487805,-3.95854120659047,0,-6.553422445468378,7,4,-1,6.824997852039072
TePb,NaAlAsO4F,0.6593733929280726,-4.27476772489122,0,-4.460998667741868,2.0658175742116205,-3.95854120659047,0,-4.513966009069863,7,4,-1,4.934141117819292
TePb,NaAlAsO4F,0.9427415137872881,-4.27476772489122,0,-4.460998667741868,2.0658175742380505,-3.95854120659047,0,-3.769873599672201,7,4,-1,5.217509238678508
TePb,NaAlAsO4F,2.40030372159521,-4.27476772489122,0,-4.460998667741868,2.0658175742119607,-3.95854120659047,0,-4.470849929167091,7,4,-1,6.675071446486429
K2Zn3O4,Zn2Te3O8,1.6525937413784868,-4.363972607593827,0,-3.7784612723698436,2.0656620702375394,-3.976444897272863,0,-6.341159324120701,5,4,-1,6.016566348972314
K2Zn3O4,Zn2Te3O8,1.8389840337521681,-4.363972607593827,0,-3.778461272369844,2.0656797563391067,-3.976444897272863,0,-8.241031942030611,5,4,-1,6.202956641345995
K2Zn3O4,Zn2Te3O8,0.8784198375922695,-4.363972607593827,0,-3.7784612723698436,2.0656617205718826,-3.976444897272863,0,-6.26630906180749,5,4,-1,5.242392445186097
K2Zn3O4,Zn2Te3O8,0.8835080349909312,-4.363972607593827,0,-3.7784612723698436,2.0656601877055247,-3.976444897272863,0,-5.159268307994758,5,4,-1,5.247480642584758
K4CdP2,K2O2,1.2181529872279968,-4.363972607593827,0,-4.840210249127327,2.0658175761874684,-3.976444897272863,0,-6.601874423235802,7,4,-1,5.582125594821824
K4CdP2,K2O2,1.8393630915824044,-4.363972607593827,0,-4.840210249127326,2.0658175762076296,-3.976444897272863,0,-9.157159936451965,7,4,-1,6.203335699176232
K4CdP2,K2O2,2.375316707621776,-4.363972607593827,0,-4.840210249127327,2.065817576217893,-3.976444897272863,0,-9.871019544294661,7,4,-1,6.739289315215603
K4CdP2,K2O2,1.1251197278049252,-4.363972607593827,0,-4.840210249127327,2.06581757620355,-3.976444897272863,0,-8.837679211666877,7,4,-1,5.489092335398753
SnPO4F,K2ZnS2,1.1269646961122288,-4.029384893076763,0,-3.511947514754446,2.0624277810421345,-3.86302067685849,0,-9.37399524910599,1,2,-1,5.1563495891889914
SnPO4F,K2ZnS2,2.4387294369868098,-4.029384893076763,0,-3.5119475147544463,2.0622861281145535,-3.86302067685849,0,-7.9778752813086005,1,2,-1,6.468114330063573
SnPO4F,K2ZnS2,0.6234592451500005,-4.029384893076763,0,-3.5119475147544463,2.062319656414266,-3.86302067685849,0,-7.20114784619804,1,2,-1,4.652844138226763
SnPO4F,K2ZnS2,1.0372193138680808,-0.8538880132831561,0,-0.4445878399409286,2.064141455378288,-0.9169603354707109,0,-2.1018968479913513,1,2,-1,1.8911073271512369
Ca2Ge,KH3(SeO4)2,2.5187607210797744,-4.351478328271908,0,-4.460998667741868,2.0658175763485622,-3.976374660945193,0,-7.7414764662111555,7,4,-1,6.870239049351682
Ca2Ge,KH3(SeO4)2,1.473799536989954,-4.351478328271908,0,-4.460998667741868,2.0658175763487443,-3.976374660945193,0,-8.17860286212297,7,4,-1,5.825277865261862
Ca2Ge,KH3(SeO4)2,2.72795389502824,-4.351478328271908,0,-4.460998667741868,2.0658175763481768,-3.976374660945193,0,-2.4952447438499994,7,4,-1,7.079432223300147
Ca2Ge,KH3(SeO4)2,1.5268292121522675,-4.351478328271908,0,-4.460998667741868,2.0658175763478583,-3.976374660945193,0,-5.012639059545995,7,4,-1,5.878307540424175
NaZnAsO4,CdTe,1.9846868652055283,-4.029384893076763,0,-4.779974305144565,2.065817576238972,-3.86302067685849,0,-11.620994695126553,3,6,-1,6.014071758282292
NaZnAsO4,CdTe,1.263703594210222,-4.029384893076763,0,-4.779974305144565,2.0658175762464714,-3.86302067685849,0,-12.628745975358216,3,6,-1,5.293088487286985
NaZnAsO4,CdTe,1.005312658078375,-0.8538880132831561,0,-2.0775023632956153,2.065817576258789,-0.9169603354707109,0,-6.551656978230691,3,6,-1,1.8592006713615312
NaZnAsO4,CdTe,1.3117594068040475,-4.029384893076763,0,-4.779974305144565,2.065817576258144,-3.86302067685849,0,-13.778214812124384,3,6,-1,5.341144299880811
KGaSb2,CaO2,2.173277661355296,-4.363972607593827,0,-4.840210249127327,2.065817056290365,-3.976444897272863,0,-5.787690822291543,7,4,-1,6.537250268949123
KGaSb2,CaO2,1.231190510186333,-4.363972607593827,0,-4.840210249127326,2.0658171301524786,-3.976444897272863,0,-9.124710452644106,7,4,-1,5.59516311778016
KGaSb2,CaO2,0.7985131596798432,-4.363972607593827,0,-4.840210249127326,2.0658170589607168,-3.976444897272863,0,-5.471632681928144,7,4,-1,5.162485767273671
KGaSb2,CaO2,1.004871652017658,-4.363972607593827,0,-4.840210249127327,2.0658170558916393,-3.976444897272863,0,-5.8731560623664,7,4,-1,5.368844259611485
Na3In2(AsO4)3,KInAs3H7O13,1.4806091130663386,-4.194144832870441,0,-3.7784612723698436,2.041921219795552,-3.9748290339964782,0,-8.594094210602371,8,2,1,5.6747539459367795
Na3In2(AsO4)3,KInAs3H7O13,1.5587795845686834,-4.194144832870441,0,-3.7784612723698427,2.0480588123364867,-3.9748290339964782,0,-3.166380440839888,8,2,-1,5.752924417439124
Na3In2(AsO4)3,KInAs3H7O13,2.4335869816811266,-4.194144832870441,0,-3.7784612723698427,2.0480776870809505,-3.9748290339964782,0,-3.160506210679267,8,2,-1,6.627731814551567
